battu	battue	battus	battues
baudelairien	baudelairienne	baudelairiens	baudelairiennes
bavard	bavarde	bavards	bavardes
bavarois	bavaroise	bavarois	bavaroises
baveur	baveuse	baveurs	baveuses
baveux	baveuse	baveux	baveuses
bayadère	bayadère	bayadères	bayadères
bayésien	bayésienne	bayésiens	bayésiennes
beau	belle	beaux	belles
beauceron	beauceronne	beaucerons	beauceronnes
beauvaisien	beauvaisienne	beauvaisiens	beauvaisiennes
beauvaisin	beauvaisinne	beauvaisins	beauvaisinnes
beauvoirien	beauvoirienne	beauvoiriens	beauvoiriennes
becqué	becquée	becqués	becquées
bedonnant	bedonnante	bedonnants	bedonnantes
beige	beige	beiges	beiges
belge	belge	belges	belges
belgradois	belgradoise	belgradois	belgradoises
belliciste	belliciste	bellicistes	bellicistes
bellifontain	bellifontaine	bellifontains	bellifontaines
belligène	belligène	belligènes	belligènes
belligérant	belligérante	belligérants	belligérantes
belliqueux	belliqueuse	belliqueux	belliqueuses
bellâtre	bellâtre	bellâtres	bellâtres
bengalais	bengalaise	bengalais	bengalaises
bengali	bengali	bengalis	bengalis
benoît	benoîte	benoîts	benoîtes
benthique	benthique	benthiques	benthiques
benzidinique	benzidinique	benzidiniques	benzidiniques
benzoïque	benzoïque	benzoïques	benzoïques
benzylique	benzylique	benzyliques	benzyliques
benzénique	benzénique	benzéniques	benzéniques
benêt	benête	benêts	benêtes
berbère	berbère	berbères	berbères
berbériste	berbériste	berbéristes	berbéristes
berceur	berceuse	berceurs	berceuses
bergsonien	bergsonienne	bergsoniens	bergsoniennes
berlinois	berlinoise	berlinois	berlinoises
berlusconien	berlusconienne	berlusconiens	berlusconiennes
bernois	bernoise	bernois	bernoises
berrichon	berrichonne	berrichons	berrichonnes
berruyer	berruyère	berruyers	berruyères
berçant	berçante	berçants	berçantes
besogneux	besogneuse	besogneux	besogneuses
besson	bessonne	bessons	bessonnes
bestial	bestiale	bestiaux	bestiales
betteravier	betteravière	betteraviers	betteravières
beurrier	beurrière	beurriers	beurrières
beurré	beurrée	beurrés	beurrées
beylical	beylicale	beylicaux	beylicales
biacide	biacide	biacides	biacides
biacromial	biacromiale	biacromials	biacromiales
biacuminé	biacuminée	biacuminés	biacuminées
biafrais	biafraise	biafrais	biafraises
biais	biaise	biais	biaises
biarrot	biarrote	biarrots	biarrotes
bibliographique	bibliographique	bibliographiques	bibliographiques
bibliomane	bibliomane	bibliomanes	bibliomanes
bibliophilique	bibliophilique	bibliophiliques	bibliophiliques
bibliothécaire	bibliothécaire	bibliothécaires	bibliothécaires
bibliothéconomique	bibliothéconomique	bibliothéconomiques	bibliothéconomiques
biblique	biblique	bibliques	bibliques
bicaméral	bicamérale	bicaméraux	bicamérales
bicarré	bicarrée	bicarrés	bicarrées
bicentenaire	bicentenaire	bicentenaires	bicentenaires
bicolore	bicolore	bicolores	bicolores
biconcave	biconcave	biconcaves	biconcaves
biconvexe	biconvexe	biconvexes	biconvexes
bicorne	bicorne	bicornes	bicornes
biculturel	biculturelle	biculturels	biculturelles
bicéphale	bicéphale	bicéphales	bicéphales
bidonnant	bidonnante	bidonnants	bidonnantes
bien-aimé	bien-aimée	bien-aimés	bien-aimées
bien-fondé	bien-fondée	bien-fondés	bien-fondées
bien-pensant	bien-pensante	bien-pensants	bien-pensantes
bienfaisant	bienfaisante	bienfaisants	bienfaisantes
bienfaiteur	bienfaitrice	bienfaiteurs	bienfaitrices
bienheureux	bienheureuse	bienheureux	bienheureuses
biennal	biennale	biennaux	biennales
bienséant	bienséante	bienséants	bienséantes
bienveillant	bienveillante	bienveillants	bienveillantes
bienvenu	bienvenue	bienvenus	bienvenues
biface	biface	bifaces	bifaces
bifide	bifide	bifides	bifides
bifilaire	bifilaire	bifilaires	bifilaires
biflèche	biflèche	biflèches	biflèches
bifocal	bifocale	bifocaux	bifocales
bifoliolé	bifoliolée	bifoliolés	bifoliolées
bifurque	bifurque	bifurques	bifurques
bifurqué	bifurquée	bifurqués	bifurquées
big	big	bigs	bigs
bigame	bigame	bigames	bigames
bigarré	bigarrée	bigarrés	bigarrées
bigle	bigle	bigles	bigles
bigleux	bigleuse	bigleux	bigleuses
bigot	bigote	bigots	bigotes
bigouden	bigouden	bigoudens	bigoudens
bigourdan	bigourdane	bigourdans	bigourdanes
bihebdomadaire	bihebdomadaire	bihebdomadaires	bihebdomadaires
bijectif	bijective	bijectifs	bijectives
bilabial	bilabiale	bilabiaux	bilabiales
bilabié	bilabiée	bilabiés	bilabiées
bilatéral	bilatérale	bilatéraux	bilatérales
bileux	bileuse	bileux	bileuses
biliaire	biliaire	biliaires	biliaires
bilieux	bilieuse	bilieux	bilieuses
bilingue	bilingue	bilingues	bilingues
bilinéaire	bilinéaire	bilinéaires	bilinéaires
bilio-digestif	bilio-digestive	bilio-digestifs	bilio-digestives
bilié	biliée	biliés	biliées
billeté	billetée	billetés	billetées
bilobé	bilobée	bilobés	bilobées
biloculaire	biloculaire	biloculaires	biloculaires
bimane	bimane	bimanes	bimanes
bimensuel	bimensuelle	bimensuels	bimensuelles
bimestriel	bimestrielle	bimestriels	bimestrielles
bimillénaire	bimillénaire	bimillénaires	bimillénaires
bimoteur	bimotrice	bimoteurs	bimotrices
bimétallique	bimétallique	bimétalliques	bimétalliques
bimétalliste	bimétalliste	bimétallistes	bimétallistes
binaire	binaire	binaires	binaires
binational	binationale	binationaux	binationales
binaural	binaurale	binauraux	binaurales
binauriculaire	binauriculaire	binauriculaires	binauriculaires
binoclard	binoclarde	binoclards	binoclardes
binoculaire	binoculaire	binoculaires	binoculaires
binomial	binomiale	binomiaux	binomiales
binôme	binôme	binômes	binômes
bioacoustique	bioacoustique	bioacoustiques	bioacoustiques
biochimique	biochimique	biochimiques	biochimiques
biocide	biocide	biocides	biocides
bioclimatique	bioclimatique	bioclimatiques	bioclimatiques
biodisponible	biodisponible	biodisponibles	biodisponibles
biodégradable	biodégradable	biodégradables	biodégradables
biographique	biographique	biographiques	biographiques
biogénique	biogénique	biogéniques	biogéniques
bioinformatique	bioinformatique	bioinformatiques	bioinformatiques
biologique	biologique	biologiques	biologiques
biomoléculaire	biomoléculaire	biomoléculaires	biomoléculaires
biomorphique	biomorphique	biomorphiques	biomorphiques
biomédical	biomédicale	biomédicaux	biomédicales
bionique	bionique	bioniques	bioniques
biophysique	biophysique	biophysiques	biophysiques
biostatistique	biostatistique	biostatistiques	biostatistiques
biotique	biotique	biotiques	biotiques
biovulé	biovulée	biovulés	biovulées
bioéthique	bioéthique	bioéthiques	bioéthiques
bipale	bipale	bipales	bipales
biparti	bipartie	bipartis	biparties
bipartite	bipartite	bipartites	bipartites
bipenné	bipennée	bipennés	bipennées
biphasé	biphasée	biphasés	biphasées
biplace	biplace	biplaces	biplaces
biplan	biplane	biplans	biplanes
bipolaire	bipolaire	bipolaires	bipolaires
bipolarisé	bipolarisée	bipolarisés	bipolarisées
bipoutre	bipoutre	bipoutres	bipoutres
bipède	bipède	bipèdes	bipèdes
biquotidien	biquotidienne	biquotidiens	biquotidiennes
birman	birmane	birmans	birmanes
biréfringent	biréfringente	biréfringents	biréfringentes
bisannuel	bisannuelle	bisannuels	bisannuelles
biscayen	biscayenne	biscayens	biscayennes
biscaïen	biscaïenne	biscaïens	biscaïennes
biscornu	biscornue	biscornus	biscornues
biscuité	biscuitée	biscuités	biscuitées
biset			
bisexuel	bisexuelle	bisexuels	bisexuelles
bisexué	bisexuée	bisexués	bisexuées
bisontin	bisontine	bisontins	bisontines
bissecteur	bissectrice	bissecteurs	bissectrices
bissextile	bissextile	bissextiles	bissextiles
bissexuel	bissexuelle	bissexuels	bissexuelles
bissexué	bissexuée	bissexués	bissexuées
bistre	bistre	bistres	bistres
bistré	bistrée	bistrés	bistrées
biterrois	biterroise	biterrois	biterroises
bitonal	bitonale	bitonaux	bitonales
bitumeux	bitumeuse	bitumeux	bitumeuses
bitumineux	bitumineuse	bitumineux	bitumineuses
biturbine	biturbine	biturbines	biturbines
biunivoque	biunivoque	biunivoques	biunivoques
bivalent	bivalente	bivalents	bivalentes
bivalve	bivalve	bivalves	bivalves
bizarre	bizarre	bizarres	bizarres
bizarroïde	bizarroïde	bizarroïdes	bizarroïdes
bizertin	bizertine	bizertins	bizertines
biélorusse	biélorusse	biélorusses	biélorusses
black	black	blacks	blacks
blafard	blafarde	blafards	blafardes
blagueur	blagueuse	blagueurs	blagueuses
blairiste	blairiste	blairistes	blairistes
blanc	blanche	blancs	blanches
blanchissant	blanchissante	blanchissants	blanchissantes
blasphémateur	blasphématrice	blasphémateurs	blasphématrices
blasphématoire	blasphématoire	blasphématoires	blasphématoires
blasé	blasée	blasés	blasées
blennorragique	blennorragique	blennorragiques	blennorragiques
blessant	blessante	blessants	blessantes
blessé	blessée	blessés	blessées
blet	blette	blets	blettes
bleu	bleue	bleus	bleues
bleuté	bleutée	bleutés	bleutées
bleuâtre	bleuâtre	bleuâtres	bleuâtres
blindé	blindée	blindés	blindées
blond	blonde	blonds	blondes
blondasse	blondasse	blondasses	blondasses
blondi	blondie	blondis	blondies
blondin	blondine	blondins	blondines
blondinet	blondinette	blondinets	blondinettes
blondissant	blondissante	blondissants	blondissantes
bloquant	bloquante	bloquants	bloquantes
blousant	blousante	blousants	blousantes
bluffeur	bluffeuse	bluffeurs	bluffeuses
blâmable	blâmable	blâmables	blâmables
blèche	blèche	blèches	blèches
blésois	blésoise	blésois	blésoises
blême	blême	blêmes	blêmes
blêmissant	blêmissante	blêmissants	blêmissantes
bocager	bocagère	bocagers	bocagères
boche	boche	boches	boches
bogotanais	bogotanaise	bogotanais	bogotanaises
bohème	bohème	bohèmes	bohèmes
bohémien	bohémienne	bohémiens	bohémiennes
boisé	boisée	boisés	boisées
boiteux	boiteuse	boiteux	boiteuses
boitillant	boitillante	boitillants	boitillantes
bolchevik	bolchevik	bolcheviks	bolcheviks
bolchevique	bolchevique	bolcheviques	bolcheviques
bolcheviste	bolcheviste	bolchevistes	bolchevistes
bolivarien	bolivarienne	bolivariens	bolivariennes
bolivien	bolivienne	boliviens	boliviennes
bolonais	bolonaise	bolonais	bolonaises
bombé	bombée	bombés	bombées
bon	bonne	bons	bonnes
bonapartiste	bonapartiste	bonapartistes	bonapartistes
bonasse	bonasse	bonasses	bonasses
bondissant	bondissante	bondissants	bondissantes
bondé	bondée	bondés	bondées
bonhomme	bonhomme	bonhommes	bonhommes
bonifié	bonifiée	bonifiés	bonifiées
bonnetier	bonnetière	bonnetiers	bonnetières
boolien	boolienne	booliens	booliennes
booléen	booléenne	booléens	booléennes
boosté	boostée	boostés	boostées
borain	boraine	borains	boraines
boraté	boratée	boratés	boratées
bordant	bordante	bordants	bordantes
bordelais	bordelaise	bordelais	bordelaises
bordier	bordière	bordiers	bordières
bordélique	bordélique	bordéliques	bordéliques
borgne	borgne	borgnes	borgnes
borin	borine	borins	borines
boriqué	boriquée	boriqués	boriquées
borné	bornée	bornés	bornées
boré	borée	borés	borées
boréal	boréale	boréals	boréales
boscot	boscotte	boscots	boscottes
bosniaque	bosniaque	bosniaques	bosniaques
bosnien	bosnienne	bosniens	bosniennes
bosselé	bosselée	bosselés	bosselées
bossu	bossue	bossus	bossues
bostonien	bostonienne	bostoniens	bostoniennes
bot	bote	bots	botes
botanique	botanique	botaniques	botaniques
botteleur	botteleuse	botteleurs	botteleuses
botulique	botulique	botuliques	botuliques
boucher	bouchère	bouchers	bouchères
bouchonné	bouchonnée	bouchonnés	bouchonnées
bouché	bouchée	bouchés	bouchées
bouclant	bouclante	bouclants	bouclantes
bouclé	bouclée	bouclés	bouclées
bouddhique	bouddhique	bouddhiques	bouddhiques
bouddhiste	bouddhiste	bouddhistes	bouddhistes
boudeur	boudeuse	boudeurs	boudeuses
boudiné	boudinée	boudinés	boudinées
boueux	boueuse	boueux	boueuses
bouffant	bouffante	bouffants	bouffantes
bouffe	bouffe	bouffes	bouffes
bouffi	bouffie	bouffis	bouffies
bouffon	bouffonne	bouffons	bouffonnes
bougnoule	bougnoule	bougnoules	bougnoules
bougon	bougonne	bougons	bougonnes
bougonneur	bougonneuse	bougonneurs	bougonneuses
bouillant	bouillante	bouillants	bouillantes
bouilli	bouillie	bouillis	bouillies
bouillonnant	bouillonnante	bouillonnants	bouillonnantes
boulangiste	boulangiste	boulangistes	boulangistes
boulant	boulante	boulants	boulantes
bouleté	bouletée	bouletés	bouletées
boulevardier	boulevardière	boulevardiers	boulevardières
bouleversant	bouleversante	bouleversants	bouleversantes
boulimique	boulimique	boulimiques	boulimiques
boulinier	boulinière	bouliniers	boulinières
bouliste	bouliste	boulistes	boulistes
boulonnais	boulonnaise	boulonnais	boulonnaises
bourbeux	bourbeuse	bourbeux	bourbeuses
bourbonien	bourbonienne	bourboniens	bourboniennes
bourbonnais	bourbonnaise	bourbonnais	bourbonnaises
bourdonnant	bourdonnante	bourdonnants	bourdonnantes
bourdonné	bourdonnée	bourdonnés	bourdonnées
bourgeois	bourgeoise	bourgeois	bourgeoises
bourgeoisial	bourgeoisiale	bourgeoisiaux	bourgeoisiales
bourgeonnant	bourgeonnante	bourgeonnants	bourgeonnantes
bourguignon	bourguignonne	bourguignons	bourguignonnes
bourlingueur	bourlingueuse	bourlingueurs	bourlingueuses
bourrant	bourrante	bourrants	bourrantes
bourratif	bourrative	bourratifs	bourratives
bourrelé	bourrelée	bourrelés	bourrelées
bourru	bourrue	bourrus	bourrues
bourré	bourrée	bourrés	bourrées
boursicoteur	boursicoteuse	boursicoteurs	boursicoteuses
boursicotier	boursicotière	boursicotiers	boursicotières
boursier	boursière	boursiers	boursières
boursouflé	boursouflée	boursouflés	boursouflées
boutant	boutante	boutants	boutantes
boutiquier	boutiquière	boutiquiers	boutiquières
boutiste	boutiste	boutistes	boutistes
boutonneux	boutonneuse	boutonneux	boutonneuses
boutonné	boutonnée	boutonnés	boutonnées
bouvier	bouvière	bouviers	bouvières
bovin	bovine	bovins	bovines
boycotteur	boycotteuse	boycotteurs	boycotteuses
brabançon	brabançonne	brabançons	brabançonnes
brachial	brachiale	brachiaux	brachiales
brachiocéphalique	brachiocéphalique	brachiocéphaliques	brachiocéphaliques
brachycéphale	brachycéphale	brachycéphales	brachycéphales
braconnier	braconnière	braconniers	braconnières
bractéal	bractéale	bractéaux	bractéales
brahmanique	brahmanique	brahmaniques	brahmaniques
braillard	braillarde	braillards	braillardes
brailleur	brailleuse	brailleurs	brailleuses
branchial	branchiale	branchiaux	branchiales
branchu	branchue	branchus	branchues
branché	branchée	branchés	branchées
brandebourgeois	brandebourgeoise	brandebourgeois	brandebourgeoises
branlant	branlante	branlants	branlantes
branque	branque	branques	branques
braque	braque	braques	braques
bravache	bravache	bravaches	bravaches
brave	brave	braves	braves
brechtien	brechtienne	brechtiens	brechtiennes
bredouillant	bredouillante	bredouillants	bredouillantes
bredouille	bredouille	bredouilles	bredouilles
bredouilleur	bredouilleuse	bredouilleurs	bredouilleuses
bref	brève	brefs	brèves
bregmatique	bregmatique	bregmatiques	bregmatiques
brejnévien	brejnévienne	brejnéviens	brejnéviennes
bressan	bressane	bressans	bressanes
brestois	brestoise	brestois	brestoises
bretessé	bretessée	bretessés	bretessées
breton	bretonne	bretons	bretonnes
bretonnant	bretonnante	bretonnants	bretonnantes
brevetable	brevetable	brevetables	brevetables
breveté	brevetée	brevetés	brevetées
briançonnais	briançonnaise	briançonnais	briançonnaises
briard	briarde	briards	briardes
bridgé	bridgée	bridgés	bridgées
bridé	bridée	bridés	bridées
brillant	brillante	brillants	brillantes
brindezingue	brindezingue	brindezingues	brindezingues
bringuebalant	bringuebalante	bringuebalants	bringuebalantes
briochin	briochine	briochins	briochines
brioché	briochée	briochés	briochées
briqué	briquée	briqués	briquées
brisant	brisante	brisants	brisantes
brisé	brisée	brisés	brisées
britannique	britannique	britanniques	britanniques
brittonique	brittonique	brittoniques	brittoniques
brivadois	brivadoise	brivadois	brivadoises
brochant	brochante	brochants	brochantes
brocheur	brocheuse	brocheurs	brocheuses
broché	brochée	brochés	brochées
bromhydrique	bromhydrique	bromhydriques	bromhydriques
bromique	bromique	bromiques	bromiques
bromé	bromée	bromés	bromées
bronchique	bronchique	bronchiques	bronchiques
bronchiteux	bronchiteuse	bronchiteux	bronchiteuses
bronchitique	bronchitique	bronchitiques	bronchitiques
bronzant	bronzante	bronzants	bronzantes
bronzé	bronzée	bronzés	bronzées
brouilleur	brouilleuse	brouilleurs	brouilleuses
brouillon	brouillonne	brouillons	brouillonnes
brouillé	brouillée	brouillés	brouillées
broussailleux	broussailleuse	broussailleux	broussailleuses
broutant	broutante	broutants	broutantes
brownien	brownienne	browniens	browniennes
broyeur	broyeuse	broyeurs	broyeuses
bruineux	bruineuse	bruineux	bruineuses
bruissant	bruissante	bruissants	bruissantes
brumeux	brumeuse	brumeux	brumeuses
brun	brune	bruns	brunes
brunet	brunette	brunets	brunettes
bruni	brunie	brunis	brunies
brunissant	brunissante	brunissants	brunissantes
brunâtre	brunâtre	brunâtres	brunâtres
brusque	brusque	brusques	brusques
brut	brute	bruts	brutes
brutal	brutale	brutaux	brutales
bruxellois	bruxelloise	bruxellois	bruxelloises
bruyant	bruyante	bruyants	bruyantes
brésilien	brésilienne	brésiliens	brésiliennes
bréviligne	bréviligne	brévilignes	brévilignes
brûlant	brûlante	brûlants	brûlantes
brûlé	brûlée	brûlés	brûlées
bubonique	bubonique	buboniques	buboniques
buccal	buccale	buccaux	buccales
buccinateur	buccinateuse	buccinateurs	buccinateuses
bucco-dentaire	bucco-dentaire	bucco-dentaires	bucco-dentaires
bucco-génital	bucco-génitale	bucco-génitaux	bucco-génitales
bucolique	bucolique	bucoliques	bucoliques
budgétaire	budgétaire	budgétaires	budgétaires
budgétivore	budgétivore	budgétivores	budgétivores
buggé	buggée	buggés	buggées
buissonneux	buissonneuse	buissonneux	buissonneuses
buissonnier	buissonnière	buissonniers	buissonnières
bulbaire	bulbaire	bulbaires	bulbaires
bulbeux	bulbeuse	bulbeux	bulbeuses
bulgare	bulgare	bulgares	bulgares
bullaire	bullaire	bullaires	bullaires
bulleux	bulleuse	bulleux	bulleuses
bullé	bullée	bullés	bullées
buraliste	buraliste	buralistes	buralistes
bureaucratique	bureaucratique	bureaucratiques	bureaucratiques
bureautique	bureautique	bureautiques	bureautiques
burelé	burelée	burelés	burelées
buriné	burinée	burinés	burinées
burkinabé	burkinabée	burkinabés	burkinabées
burlesque	burlesque	burlesques	burlesques
burundais	burundaise	burundais	burundaises
busqué	busquée	busqués	busquées
butineur	butineuse	butineurs	butineuses
butylique	butylique	butyliques	butyliques
butyreux	butyreuse	butyreux	butyreuses
butyrique	butyrique	butyriques	butyriques
buté	butée	butés	butées
buvable	buvable	buvables	buvables
buvard	buvard	buvards	buvards
buveur	buveuse	buveurs	buveuses
byronien	byronienne	byroniens	byroniennes
byzantin	byzantine	byzantins	byzantines
byzantiniste	byzantiniste	byzantinistes	byzantinistes
bâlois	bâloise	bâlois	bâloises
bâtard	bâtarde	bâtards	bâtardes
bâti	bâtie	bâtis	bâties
bâté	bâtée	bâtés	bâtées
bègue	bègue	bègues	bègues
béant	béante	béants	béantes
béarnais	béarnaise	béarnais	béarnaises
béat	béate	béats	béates
béatifique	béatifique	béatifiques	béatifiques
bébête	bébête	bébêtes	bébêtes
béchique	béchique	béchiques	béchiques
bédouin	bédouine	bédouins	bédouines
bégayant	bégayante	bégayants	bégayantes
bégayeur	bégayeuse	bégayeurs	bégayeuses
bégu	bègue	bégus	bègues
bégueule	bégueule	bégueules	bégueules
béhavioriste	béhavioriste	béhavioristes	béhavioristes
bénard	bénarde	bénards	bénardes
bénin	bénigne	bénins	bénignes
béninois	béninoise	béninois	béninoises
bénisseur	bénisseuse	bénisseurs	bénisseuses
bénit	bénite	bénits	bénites
bénédictin	bénédictine	bénédictins	bénédictines
bénéficiaire	bénéficiaire	bénéficiaires	bénéficiaires
bénéficial	bénéficiale	bénéficiaux	bénéficiales
bénéfique	bénéfique	bénéfiques	bénéfiques
bénévole	bénévole	bénévoles	bénévoles
béotien	béotienne	béotiens	béotiennes
béquillard	béquillarde	béquillards	béquillardes
bétonné	bétonnée	bétonnés	bétonnées
bêlant	bêlante	bêlants	bêlantes
bêta	bêtasse	bêta	bêtasses
bête	bête	bêtes	bêtes
bêtifiant	bêtifiante	bêtifiants	bêtifiantes
bûcheur	bûcheuse	bûcheurs	bûcheuses
cabaliste	cabaliste	cabalistes	cabalistes
cabalistique	cabalistique	cabalistiques	cabalistiques
cabochard	cabocharde	cabochards	cabochardes
cabot	cabote	cabots	cabotes
cabotin	cabotine	cabotins	cabotines
cabré	cabrée	cabrés	cabrées
cacaoté	cacaotée	cacaotés	cacaotées
cacaoyer	cacaoyère	cacaoyers	cacaoyères
cachectique	cachectique	cachectiques	cachectiques
cachemire	cachemire	cachemires	cachemires
cachottier	cachottière	cachottiers	cachottières
caciqual	caciqual	caciquals	caciquals
cacochyme	cacochyme	cacochymes	cacochymes
cacophonique	cacophonique	cacophoniques	cacophoniques
cadastral	cadastrale	cadastraux	cadastrales
cadavéreux	cadavéreuse	cadavéreux	cadavéreuses
cadavérique	cadavérique	cadavériques	cadavériques
cadencé	cadencée	cadencés	cadencées
cadet	cadette	cadets	cadettes
cadmié	cadmiée	cadmiés	cadmiées
caduc	caduque	caducs	caduques
cadurcien	cadurcienne	cadurciens	cadurciennes
caecal	caecale	caecaux	caecales
caenais	caenaise	caenais	caenaises
caennais	caennaise	caennais	caennaises
cafard	cafarde	cafards	cafardes
cafardeur	cafardeuse	cafardeurs	cafardeuses
cafardeux	cafardeuse	cafardeux	cafardeuses
cafouilleur	cafouilleuse	cafouilleurs	cafouilleuses
cafouilleux	cafouilleuse	cafouilleux	cafouilleuses
cafre	cafre	cafres	cafres
caféier	caféière	caféiers	caféières
cagneux	cagneuse	cagneux	cagneuses
cagot	cagote	cagots	cagotes
cahotant	cahotante	cahotants	cahotantes
cahoteux	cahoteuse	cahoteux	cahoteuses
cahotique	cahotique	cahotiques	cahotiques
caillouteux	caillouteuse	caillouteux	caillouteuses
caillouté	cailloutée	cailloutés	cailloutées
caillé	caillée	caillés	caillées
cairote	cairote	cairotes	cairotes
cajoleur	cajoleuse	cajoleurs	cajoleuses
calabrais	calabraise	calabrais	calabraises
calaisien	calaisienne	calaisiens	calaisiennes
calamistré	calamistrée	calamistrés	calamistrées
calamiteux	calamiteuse	calamiteux	calamiteuses
calcaire	calcaire	calcaires	calcaires
calcicole	calcicole	calcicoles	calcicoles
calcifié	calcifiée	calcifiés	calcifiées
calcifuge	calcifuge	calcifuges	calcifuges
calciphobe	calciphobe	calciphobes	calciphobes
calcique	calcique	calciques	calciques
calculable	calculable	calculables	calculables
calculateur	calculatrice	calculateurs	calculatrices
calculeux	calculeuse	calculeux	calculeuses
californien	californienne	californiens	californiennes
calleux	calleuse	calleux	calleuses
calligraphique	calligraphique	calligraphiques	calligraphiques
callipyge	callipyge	callipyges	callipyges
calmant	calmante	calmants	calmantes
calme	calme	calmes	calmes
calomniateur	calomniatrice	calomniateurs	calomniatrices
calomnieux	calomnieuse	calomnieux	calomnieuses
calorifique	calorifique	calorifiques	calorifiques
calorifuge	calorifuge	calorifuges	calorifuges
calorifère	calorifère	calorifères	calorifères
calorimétrique	calorimétrique	calorimétriques	calorimétriques
caloriporteur	caloriporteuse	caloriporteurs	caloriporteuses
calorique	calorique	caloriques	caloriques
calotin	calotine	calotins	calotines
calviniste	calviniste	calvinistes	calvinistes
calé	calée	calés	calées
calédonien	calédonienne	calédoniens	calédoniennes
camard	camarde	camards	camardes
camarguais	camarguaise	camarguais	camarguaises
cambial	cambiale	cambiaux	cambiales
cambiste	cambiste	cambistes	cambistes
cambodgien	cambodgienne	cambodgiens	cambodgiennes
cambrien	cambrienne	cambriens	cambriennes
cambré	cambrée	cambrés	cambrées
camelin	camelin	camelins	camelins
camerounais	camerounaise	camerounais	camerounaises
camisard	camisarde	camisards	camisardes
campagnard	campagnarde	campagnards	campagnardes
campanien	campanienne	campaniens	campaniennes
campaniforme	campaniforme	campaniformes	campaniformes
campanule	campanule	campanules	campanules
campanulé	campanulée	campanulés	campanulées
camphré	camphrée	camphrés	camphrées
campignien	campignienne	campigniens	campigniennes
campé	campée	campés	campées
camus	camuse	camus	camuses
camusien	camusienne	camusiens	camusiennes
camé	camée	camés	camées
canadien	canadienne	canadiens	canadiennes
canaille	canaille	canailles	canailles
canaliculé	canaliculée	canaliculés	canaliculées
canalisable	canalisable	canalisables	canalisables
cananéen	cananéenne	cananéens	cananéennes
canaque	canaque	canaques	canaques
canarien	canarienne	canariens	canariennes
cancanier	cancanière	cancaniers	cancanières
cancéreux	cancéreuse	cancéreux	cancéreuses
cancérigène	cancérigène	cancérigènes	cancérigènes
candidat	candidat	candidats	candidats
candide	candide	candides	candides
candiote	candiote	candiotes	candiotes
caniculaire	caniculaire	caniculaires	caniculaires
canin	canine	canins	canines
cannelé	cannelée	cannelés	cannelées
cannibale	cannibale	cannibales	cannibales
cannois	cannoise	cannois	cannoises
canné	cannée	cannés	cannées
canon	canon	canon	canon
canonial	canoniale	canoniaux	canoniales
canonique	canonique	canoniques	canoniques
canonisable	canonisable	canonisables	canonisables
canotable	canotable	canotables	canotables
cantalien	cantalienne	cantaliens	cantaliennes
cantalou	cantaloue	cantalous	cantaloues
cantilien	cantilienne	cantiliens	cantiliennes
cantonais	cantonaise	cantonais	cantonaises
cantonal	cantonale	cantonaux	cantonales
cantonnier	cantonnière	cantonniers	cantonnières
canulant	canulante	canulants	canulantes
canularesque	canularesque	canularesques	canularesques
caoutchouteux	caoutchouteuse	caoutchouteux	caoutchouteuses
caoutchouté	caoutchoutée	caoutchoutés	caoutchoutées
capable	capable	capables	capables
capillaire	capillaire	capillaires	capillaires
capital	capitale	capitaux	capitales
capitalisable	capitalisable	capitalisables	capitalisables
capitaliste	capitaliste	capitalistes	capitalistes
capitalistique	capitalistique	capitalistiques	capitalistiques
capiteux	capiteuse	capiteux	capiteuses
capitolin	capitoline	capitolins	capitolines
capitulaire	capitulaire	capitulaires	capitulaires
capitulant	capitulante	capitulants	capitulantes
capitulard	capitularde	capitulards	capitulardes
capité	capitée	capités	capitées
capon	caponne	capons	caponnes
cappadocien	cappadocienne	cappadociens	cappadociennes
capricant	capricante	capricants	capricantes
capricieux	capricieuse	capricieux	capricieuses
caprin	caprine	caprins	caprines
caprique	caprique	capriques	capriques
caprylique	caprylique	capryliques	capryliques
capsulaire	capsulaire	capsulaires	capsulaires
captatif	captative	captatifs	captatives
captatoire	captatoire	captatoires	captatoires
captieux	captieuse	captieux	captieuses
captif	captive	captifs	captives
captivant	captivante	captivants	captivantes
capuchonné	capuchonnée	capuchonnés	capuchonnées
capétien	capétienne	capétiens	capétiennes
caquetant	caquetante	caquetants	caquetantes
carabiné	carabinée	carabinés	carabinées
caractériel	caractérielle	caractériels	caractérielles
caractéristique	caractéristique	caractéristiques	caractéristiques
caractérisé	caractérisée	caractérisés	caractérisées
caractérologique	caractérologique	caractérologiques	caractérologiques
caramélisé	caramélisée	caramélisés	caramélisées
caramélé	caramélée	caramélés	caramélées
caravagesque	caravagesque	caravagesques	caravagesques
caravagiste	caravagiste	caravagistes	caravagistes
caraïbe	caraïbe	caraïbes	caraïbes
carbonifère	carbonifère	carbonifères	carbonifères
carbonique	carbonique	carboniques	carboniques
carbonyle	carbonyle	carbonyles	carbonyles
carboné	carbonée	carbonés	carbonées
carburant	carburante	carburants	carburantes
carburateur	carburatrice	carburateurs	carburatrices
carburé	carburée	carburés	carburées
carcassonnais	carcassonnaise	carcassonnais	carcassonnaises
carcinogène	carcinogène	carcinogènes	carcinogènes
carcinogénétique	carcinogénétique	carcinogénétiques	carcinogénétiques
carcinologique	carcinologique	carcinologiques	carcinologiques
